Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers
Greylag Goose,Anser anser,259,5,GB-WLS,Anglesey,L1222413,Cemlyn NWWT NR,53.4069395,-4.5084972,11/06/2022,9:55 AM,eBird - Traveling Count,223,1,3.685,,2
Greylag Goose,Anser anser,259,12,GB-SCT,Argyll and Bute,L6160280,Aros Estuary,56.5316606,-5.9694171,04/05/2022,10:12 AM,eBird - Traveling Count,38,1,1.45,,1
Greylag Goose,Anser anser,259,2,GB-SCT,Argyll and Bute,L18814949,"B8035, Scotland, GB (56.478, -6.006)",56.4776301,-6.0056368,02/05/2022,11:29 AM,eBird - Stationary Count,41,1,,,16
Greylag Goose,Anser anser,259,1,GB-SCT,Argyll and Bute,L4099038,Duart Castle,56.4568708,-5.6561673,30/04/2022,11:46 AM,eBird - Traveling Count,68,1,3.7,,1
Greylag Goose,Anser anser,259,1,GB-SCT,Argyll and Bute,L7406601,Garmony,56.49643,-5.77589,01/05/2022,10:26 AM,eBird - Traveling Count,186,1,9.81,,1
Greylag Goose,Anser anser,259,X,GB-SCT,Argyll and Bute,L1267006,Isle of Iona,56.3337172,-6.391983,03/05/2022,10:10 AM,eBird - Traveling Count,253,1,8,,1
Greylag Goose,Anser anser,259,2,GB-SCT,Argyll and Bute,L3753666,Tobermory Harbour,56.6218201,-6.0693455,30/04/2022,7:27 AM,eBird - Traveling Count,49,1,4.9,,1
Greylag Goose,Anser anser,259,1,GB-SCT,Argyll and Bute,L18750065,"Tobermory Lighthouse (56.631, -6.064)",56.6310425,-6.0635588,02/05/2022,7:22 PM,eBird - Traveling Count,85,1,4.15,,1
Greylag Goose,Anser anser,259,123,GB-ENG,Cheshire,L1670162,Burton Mere Wetlands RSPB Reserve,53.2543484,-3.0309086,25/11/2022,9:57 AM,eBird - Traveling Count,384,1,4.44,,2
Greylag Goose,Anser anser,259,10,GB-ENG,Cheshire,L4559604,Delamere Forest and Blakemere Moss,53.2351551,-2.6747255,02/06/2022,8:56 AM,eBird - Traveling Count,128,1,4.85,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Cheshire,L11547467,Hatchmere CWT NR,53.2439622,-2.6708562,02/06/2022,11:08 AM,eBird - Traveling Count,50,1,2.05,,1
Greylag Goose,Anser anser,259,99,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,07/03/2020,10:52 AM,eBird - Traveling Count,140,1,3.219,,1
Greylag Goose,Anser anser,259,15,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,06/04/2021,11:34 AM,eBird - Traveling Count,98,1,1,,1
Greylag Goose,Anser anser,259,90,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,05/03/2022,1:32 PM,eBird - Traveling Count,98,1,1.6,,1
Greylag Goose,Anser anser,259,8,GB-ENG,Lancashire,L1257558,Leighton Moss RSPB Reserve--Allen Pool and Eric Morecambe Pool,54.1521308,-2.8026295,31/05/2021,9:44 AM,eBird - Stationary Count,96,1,,,1
Greylag Goose,Anser anser,259,25,GB-ENG,Lancashire,L1235811,Martin Mere WWT,53.6224853,-2.8663856,31/07/2021,12:30 PM,eBird - Traveling Count,210,1,0.5,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Manchester,L8070861,Gorton Reservoirs,53.4629986,-2.1534782,02/05/2020,12:48 PM,eBird - Traveling Count,82,1,1.609,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Manchester,L8070861,Gorton Reservoirs,53.4629986,-2.1534782,05/07/2020,12:56 PM,eBird - Traveling Count,64,1,2.414,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Manchester,L8070861,Gorton Reservoirs,53.4629986,-2.1534782,08/08/2020,9:54 AM,eBird - Traveling Count,68,1,1,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Manchester,L4186775,Heaton Park and Reservoir,53.5378983,-2.2601366,15/12/2019,12:55 PM,eBird - Traveling Count,110,1,3.219,,1
Greylag Goose,Anser anser,259,1,GB-ENG,Manchester,L5422255,Platt Fields Park,53.4460195,-2.2255898,20/03/2020,12:35 PM,eBird - Traveling Count,27,1,0.805,,1
Greylag Goose,Anser anser,259,2,GB-ENG,Manchester,L5422255,Platt Fields Park,53.4460195,-2.2255898,28/05/2020,1:37 PM,eBird - Traveling Count,68,1,0.805,,1
Greylag Goose,Anser anser,259,2,GB-ENG,Merseyside,L1241405,Marshside RSPB Reserve,53.6720022,-2.9908991,19/03/2022,2:56 PM,eBird - Traveling Count,129,1,0.982,,2
Greylag Goose,Anser anser,259,43,GB-ENG,North Yorkshire,L12114318,"River Ouse, York",53.9605435,-1.0898691,20/08/2020,11:28 AM,eBird - Stationary Count,5,1,,,1
Greylag Goose,Anser anser,259,50,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,21/04/2014,10:00 AM,eBird - Stationary Count,150,1,,,4
Greylag Goose,Anser anser,259,X,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,17/04/2016,9:00 AM,Historical,240,1,,,4
Greylag Goose,Anser anser,259,X,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,01/05/2016,10:00 AM,eBird - Stationary Count,60,1,,,1
Greylag Goose,Anser anser,259,50,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,22/04/2017,10:30 AM,Historical,,1,,,4
Greylag Goose,Anser anser,259,20,SE-BD,,L10454546,Ersnäs,65.5149416,21.8551804,01/05/2014,,Historical,,1,,,2
Greylag Goose,Anser anser,259,3,SE-BD,,L10454546,Ersnäs,65.5149416,21.8551804,22/04/2017,,Historical,,1,,,2
Greylag Goose,Anser anser,259,2,SE-BD,,L10445223,Fågelskådningstorn - Möröfjärden,65.489472,21.9126177,01/05/2014,1:30 PM,Historical,,1,,,1
Greylag Goose,Anser anser,259,12,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,12/04/2014,,Historical,,1,,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,18/04/2014,,Historical,,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,19/04/2014,,Historical,,1,,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/04/2014,4:00 PM,eBird - Stationary Count,120,1,,,1
Greylag Goose,Anser anser,259,3,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,26/04/2014,3:00 PM,Historical,,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,27/04/2014,10:00 AM,eBird - Traveling Count,180,1,2,,2
Greylag Goose,Anser anser,259,1,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,21/05/2014,7:00 PM,Historical,,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,29/05/2014,5:00 PM,Historical,,1,,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,04/05/2015,5:30 PM,eBird - Stationary Count,90,1,,,1
Greylag Goose,Anser anser,259,3,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,18/05/2015,5:30 PM,eBird - Stationary Count,60,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/05/2015,5:00 PM,eBird - Traveling Count,150,1,2,,1
Greylag Goose,Anser anser,259,8,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,30/05/2015,9:30 AM,eBird - Traveling Count,210,1,2,,1
Greylag Goose,Anser anser,259,3,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,08/05/2016,1:30 PM,Historical,,1,,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,15/05/2016,1:00 PM,eBird - Stationary Count,120,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,22/05/2016,9:00 AM,eBird - Traveling Count,240,1,2,,1
Greylag Goose,Anser anser,259,15,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,04/09/2016,12:00 PM,eBird - Stationary Count,60,1,,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,29/04/2017,11:30 AM,eBird - Stationary Count,360,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,14/05/2017,11:30 AM,eBird - Stationary Count,60,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,20/05/2017,12:00 PM,Historical,,1,2,,1
Greylag Goose,Anser anser,259,3,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/05/2017,12:30 PM,Historical,60,1,,,1
Greylag Goose,Anser anser,259,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/05/2017,3:30 PM,Historical,,1,0,,1
Greylag Goose,Anser anser,259,2,SE-BD,,L9643834,Gräsörenbron Hertsöfjärden,65.5614185,22.2785332,27/04/2014,1:15 PM,eBird - Stationary Count,75,1,,,2
Greylag Goose,Anser anser,259,7,SE-BD,,L9643834,Gräsörenbron Hertsöfjärden,65.5614185,22.2785332,31/05/2014,,Historical,,1,,,1
Greylag Goose,Anser anser,259,15,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,24/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,15,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,25/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,3,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,26/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,56,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,27/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,10,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,28/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,36,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,29/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Greylag Goose,Anser anser,259,1,SE-BD,,L10422837,Hertsöträsket,65.5806988,22.3060201,03/04/2016,12:00 PM,eBird - Stationary Count,30,1,,,2
Greylag Goose,Anser anser,259,4,SE-BD,,L4029998,Kallixhamm,65.5234375,22.0718122,01/05/2016,1:00 PM,eBird - Stationary Count,60,1,,,2
Greylag Goose,Anser anser,259,30,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,21/04/2014,2:30 PM,eBird - Stationary Count,60,1,,,4
Greylag Goose,Anser anser,259,1,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,01/05/2014,,Historical,,1,,,2
Greylag Goose,Anser anser,259,30,SE-BD,,L10479553,"Luleå älv, Södra Sunderbyn",65.6508818,21.9156629,23/08/2014,,Historical,,0,,,2
Greylag Goose,Anser anser,259,2,SE-S,,L2265129,Marienbergs strandängar,59.3607581,13.4842587,28/04/2017,7:30 AM,Historical,120,1,2,,1
Taiga Bean Goose,Anser fabalis,280,50,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,21/04/2014,10:00 AM,eBird - Stationary Count,150,1,,,4
Taiga Bean Goose,Anser fabalis,280,X,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,17/04/2016,9:00 AM,Historical,240,1,,,4
Taiga Bean Goose,Anser fabalis,280,X,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,01/05/2016,10:00 AM,eBird - Stationary Count,60,1,,,1
Taiga Bean Goose,Anser fabalis,280,10,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,22/04/2017,10:30 AM,Historical,,1,,,4
Taiga Bean Goose,Anser fabalis,280,X,SE-BD,,L10454546,Ersnäs,65.5149416,21.8551804,01/05/2016,11:00 AM,Historical,60,1,,,1
Taiga Bean Goose,Anser fabalis,280,1,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,27/04/2014,10:00 AM,eBird - Traveling Count,180,1,2,,2
Taiga Bean Goose,Anser fabalis,280,1,SE-BD,,L4029998,Kallixhamm,65.5234375,22.0718122,14/05/2015,,Historical,,1,,,2
Taiga Bean Goose,Anser fabalis,280,30,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,21/04/2014,2:30 PM,eBird - Stationary Count,60,1,,,4
Taiga Bean Goose,Anser fabalis,280,50,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,01/05/2014,,Historical,,1,,,2
Tundra Bean Goose,Anser serrirostris,284,50,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,01/05/2014,,Historical,,1,,,2
Pink-footed Goose,Anser brachyrhynchus,288,460,GB-ENG,Cheshire,L1670162,Burton Mere Wetlands RSPB Reserve,53.2543484,-3.0309086,25/11/2022,9:57 AM,eBird - Traveling Count,384,1,4.44,,2
Pink-footed Goose,Anser brachyrhynchus,288,3,GB-ENG,Cheshire,L17521298,"Marsh Lane, Ince, England, GB (53.285, -2.827)",53.285,-2.827,22/01/2022,12:27 PM,eBird - Stationary Count,31,1,,,2
Pink-footed Goose,Anser brachyrhynchus,288,X,GB-ENG,Cheshire,L6778686,Neston Marsh,53.2785455,-3.0677712,22/01/2022,3:10 PM,eBird - Stationary Count,120,1,,,2
Pink-footed Goose,Anser brachyrhynchus,288,X,GB-ENG,Cheshire,L2693964,Parkgate,53.3025684,-3.091213,22/01/2022,1:52 PM,eBird - Stationary Count,71,1,,,2
Pink-footed Goose,Anser brachyrhynchus,288,1200,GB-ENG,Cheshire,L2693964,Parkgate,53.3025684,-3.091213,28/01/2023,2:25 PM,eBird - Stationary Count,172,1,,,2
Pink-footed Goose,Anser brachyrhynchus,288,X,GB-ENG,Lancashire,L4975042,Hesketh Out Marsh RSPB Reserve,53.7221282,-2.8760409,19/03/2022,12:15 PM,eBird - Traveling Count,128,1,1.368,,2
Pink-footed Goose,Anser brachyrhynchus,288,2,GB-ENG,Lancashire,L17190864,Roach Bridge,53.7552155,-2.6090685,19/03/2022,8:49 AM,eBird - Traveling Count,153,1,1.223,,2
Pink-footed Goose,Anser brachyrhynchus,288,150,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,17/09/2022,8:10 AM,eBird - Traveling Count,214,1,3.45,,1
Pink-footed Goose,Anser brachyrhynchus,288,200,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,19/09/2022,7:49 AM,eBird - Traveling Count,280,1,3.1,,1
Pink-footed Goose,Anser brachyrhynchus,288,2,GB-ENG,Manchester,L21699078,Bury Canal,53.5712449,-2.3199891,03/12/2022,8:47 AM,eBird - Traveling Count,39,1,2.22,,1
Pink-footed Goose,Anser brachyrhynchus,288,55,GB-ENG,Manchester,L3267893,Dunham Massey (NT),53.3820997,-2.3994827,16/10/2022,10:09 AM,eBird - Traveling Count,148,1,5.85,,1
Pink-footed Goose,Anser brachyrhynchus,288,12,GB-ENG,Manchester,L3267893,Dunham Massey (NT),53.3820997,-2.3994827,29/12/2022,8:58 AM,eBird - Traveling Count,197,1,6.02,,1
Pink-footed Goose,Anser brachyrhynchus,288,111,GB-ENG,Manchester,L6942712,Turn Moss Playing Fields,53.4403208,-2.2950697,17/10/2020,10:30 AM,eBird - Traveling Count,33,1,1.609,,1
Pink-footed Goose,Anser brachyrhynchus,288,147,GB-ENG,Manchester,L6945265,Wigan Flashes LNR,53.5281412,-2.6319372,22/01/2023,11:28 AM,eBird - Traveling Count,255,1,3.62,,2
Pink-footed Goose,Anser brachyrhynchus,288,X,GB-ENG,Merseyside,L1241405,Marshside RSPB Reserve,53.6720022,-2.9908991,19/03/2022,2:56 PM,eBird - Traveling Count,129,1,0.982,,2
Pink-footed Goose,Anser brachyrhynchus,288,X,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,20/11/2022,4:20 PM,eBird - Traveling Count,50,1,3.85,,1
Brent Goose,Branta bernicla,291,142,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,19/11/2022,8:00 AM,eBird - Traveling Count,131,1,3.77,,1
Brent Goose,Branta bernicla,291,2,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,19/11/2022,11:05 AM,eBird - Traveling Count,97,1,3.73,,1
Brent Goose,Branta bernicla,291,86,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,20/11/2022,8:01 AM,eBird - Traveling Count,65,1,2.09,,1
Brent Goose,Branta bernicla,291,6,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,20/11/2022,10:20 AM,eBird - Traveling Count,206,1,9.51,,1
Brent Goose,Branta bernicla,291,140,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,21/11/2022,7:53 AM,eBird - Traveling Count,39,1,0.6,,1
Barnacle Goose,Branta leucopsis,299,2,GB-ENG,Lancashire,L4975042,Hesketh Out Marsh RSPB Reserve,53.7221282,-2.8760409,19/03/2022,12:15 PM,eBird - Traveling Count,128,1,1.368,,2
Barnacle Goose,Branta leucopsis,299,1,GB-ENG,Manchester,L5284074,Roman Lakes Leisure Park,53.3880757,-2.0470321,02/11/2019,1:56 PM,eBird - Stationary Count,30,1,,,1
Canada Goose,Branta canadensis,319,7,GB-SCT,Argyll and Bute,L7406601,Garmony,56.49643,-5.77589,01/05/2022,10:26 AM,eBird - Traveling Count,186,1,9.81,,1
Canada Goose,Branta canadensis,319,2,GB-SCT,Argyll and Bute,L2564575,Oban to Craignure Ferry,56.44048,-5.58517,29/04/2022,2:19 PM,eBird - Traveling Count,53,1,16.73,,1
Canada Goose,Branta canadensis,319,2,GB-ENG,Cheshire,L6423515,Alderley Edge NT,53.2962948,-2.2117887,23/03/2020,10:14 AM,eBird - Traveling Count,170,1,3.219,,1
Canada Goose,Branta canadensis,319,5,GB-ENG,Cheshire,L1670162,Burton Mere Wetlands RSPB Reserve,53.2543484,-3.0309086,25/11/2022,9:57 AM,eBird - Traveling Count,384,1,4.44,,2
Canada Goose,Branta canadensis,319,55,GB-ENG,Cheshire,L4559604,Delamere Forest and Blakemere Moss,53.2351551,-2.6747255,02/06/2022,8:56 AM,eBird - Traveling Count,128,1,4.85,,1
Canada Goose,Branta canadensis,319,1,GB-ENG,Cheshire,L2724996,Marbury Country Park,53.2830179,-2.5206842,11/03/2023,5:02 PM,eBird - Traveling Count,84,1,0.628,,2
Canada Goose,Branta canadensis,319,X,GB-ENG,Cheshire,L17521298,"Marsh Lane, Ince, England, GB (53.285, -2.827)",53.285,-2.827,22/01/2022,12:27 PM,eBird - Stationary Count,31,1,,,2
Canada Goose,Branta canadensis,319,4,GB-ENG,Cheshire,L1245357,Moore NR,53.3675019,-2.6379425,22/01/2022,9:28 AM,eBird - Traveling Count,126,1,0.8,,2
Canada Goose,Branta canadensis,319,20,GB-ENG,Cheshire,L2693964,Parkgate,53.3025684,-3.091213,28/01/2023,2:25 PM,eBird - Stationary Count,172,1,,,2
Canada Goose,Branta canadensis,319,11,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,11/01/2020,10:48 AM,eBird - Traveling Count,240,1,8.047,,1
Canada Goose,Branta canadensis,319,3,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,02/02/2020,2:39 PM,eBird - Traveling Count,70,1,1.609,,1
Canada Goose,Branta canadensis,319,2,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,24/12/2021,10:00 AM,eBird - Traveling Count,230,1,4.5,,1
Canada Goose,Branta canadensis,319,15,GB-ENG,Cheshire,L3270232,Tatton Park (NT),53.3210304,-2.3730469,22/02/2020,2:02 PM,eBird - Traveling Count,108,1,3.219,,1
Canada Goose,Branta canadensis,319,40,GB-ENG,Cheshire,L3270232,Tatton Park (NT),53.3210304,-2.3730469,05/08/2022,11:40 AM,eBird - Traveling Count,161,1,8.92,,1
Canada Goose,Branta canadensis,319,9,GB-ENG,Derbyshire,L6431785,Lower  Longdendale Reservoirs,53.4728654,-1.9538556,09/04/2021,10:13 AM,eBird - Traveling Count,70,1,2,,1
Canada Goose,Branta canadensis,319,16,US-MI,Jackson,L213224,Watkins Lake,42.1232335,-84.1381818,14/07/2021,7:52 PM,eBird - Traveling Count,59,1,0.5,,1
Canada Goose,Branta canadensis,319,6,US-MI,Jackson,L213224,Watkins Lake,42.1232335,-84.1381818,07/07/2022,9:47 AM,eBird - Traveling Count,97,1,2.55,,1
Canada Goose,Branta canadensis,319,100,GB-ENG,Lancashire,L1263781,Brockholes LWT NR,53.7715786,-2.627728,04/02/2023,10:34 AM,eBird - Traveling Count,155,1,1.577,,2
Canada Goose,Branta canadensis,319,2,GB-ENG,Lancashire,L4975042,Hesketh Out Marsh RSPB Reserve,53.7221282,-2.8760409,19/03/2022,12:15 PM,eBird - Traveling Count,128,1,1.368,,2
Canada Goose,Branta canadensis,319,15,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,07/03/2020,10:52 AM,eBird - Traveling Count,140,1,3.219,,1
Canada Goose,Branta canadensis,319,1,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,06/04/2021,11:34 AM,eBird - Traveling Count,98,1,1,,1
Canada Goose,Branta canadensis,319,2,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,05/03/2022,1:32 PM,eBird - Traveling Count,98,1,1.6,,1
Canada Goose,Branta canadensis,319,4,GB-ENG,Lancashire,L1235811,Martin Mere WWT,53.6224853,-2.8663856,31/07/2021,12:30 PM,eBird - Traveling Count,210,1,0.5,,1
Canada Goose,Branta canadensis,319,X,US-CO,Larimer,L131422,Lake Estes,40.3758792,-105.4963017,25/06/2022,1:37 PM,eBird - Traveling Count,72,1,4.05,,1
Canada Goose,Branta canadensis,319,11,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,05/04/2020,3:22 PM,eBird - Traveling Count,60,1,1.609,,1
Canada Goose,Branta canadensis,319,14,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,17/05/2020,1:32 PM,eBird - Traveling Count,43,1,0.483,,1
Canada Goose,Branta canadensis,319,28,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,04/06/2020,4:54 PM,eBird - Traveling Count,56,1,0.483,,1
Canada Goose,Branta canadensis,319,20,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,03/09/2020,6:47 PM,eBird - Stationary Count,20,1,,,1
Canada Goose,Branta canadensis,319,29,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,21/02/2021,12:26 PM,eBird - Traveling Count,58,1,0.3,,1
Canada Goose,Branta canadensis,319,10,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,07/03/2021,1:14 PM,eBird - Traveling Count,28,1,0.2,,1
Canada Goose,Branta canadensis,319,8,GB-ENG,Manchester,L4979187,All Saints Park (MMU),53.4703539,-2.2383616,15/03/2023,7:36 AM,eBird - Traveling Count,3,1,0.1,,1
Canada Goose,Branta canadensis,319,46,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,29/08/2022,7:43 AM,eBird - Traveling Count,256,1,4.42,,2
Canada Goose,Branta canadensis,319,62,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,10/09/2022,1:22 PM,eBird - Traveling Count,122,1,3.69,,1
Canada Goose,Branta canadensis,319,12,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,17/09/2022,8:10 AM,eBird - Traveling Count,214,1,3.45,,1
Canada Goose,Branta canadensis,319,33,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,19/09/2022,7:49 AM,eBird - Traveling Count,280,1,3.1,,1
Canada Goose,Branta canadensis,319,184,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,22/10/2022,8:09 AM,eBird - Traveling Count,180,1,3.67,,1
Canada Goose,Branta canadensis,319,20,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,23/12/2022,8:39 AM,eBird - Traveling Count,131,1,2.61,,2
Canada Goose,Branta canadensis,319,7,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,01/01/2023,9:29 AM,eBird - Traveling Count,108,1,2.37,,1
Canada Goose,Branta canadensis,319,4,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,25/02/2023,8:33 AM,eBird - Traveling Count,96,1,2.38,,1
Canada Goose,Branta canadensis,319,4,GB-ENG,Manchester,L8240633,Banky Meadow,53.4343818,-2.3585718,22/04/2022,7:32 AM,eBird - Traveling Count,216,1,4.25,,2
Canada Goose,Branta canadensis,319,50,GB-ENG,Manchester,L17017412,Blackleach Country Park LNR,53.5309086,-2.3953199,11/02/2022,10:02 AM,eBird - Traveling Count,110,1,1,,1
Canada Goose,Branta canadensis,319,X,GB-ENG,Manchester,L17017412,Blackleach Country Park LNR,53.5309086,-2.3953199,19/02/2022,11:00 AM,eBird - Traveling Count,85,1,1.6,,10
Canada Goose,Branta canadensis,319,95,GB-ENG,Manchester,L21699078,Bury Canal,53.5712449,-2.3199891,03/12/2022,8:47 AM,eBird - Traveling Count,39,1,2.22,,1
Canada Goose,Branta canadensis,319,7,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,07/04/2021,10:21 AM,eBird - Traveling Count,144,1,2,,1
Canada Goose,Branta canadensis,319,5,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,29/05/2021,10:43 AM,eBird - Traveling Count,242,1,1.5,,1
Canada Goose,Branta canadensis,319,5,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,25/03/2022,6:10 PM,eBird - Traveling Count,59,1,2.092,,2
Canada Goose,Branta canadensis,319,20,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,20/05/2022,2:28 PM,eBird - Traveling Count,90,1,3.251,,2
Canada Goose,Branta canadensis,319,7,GB-ENG,Manchester,L3267897,Carrington Moss,53.4198655,-2.3697853,22/04/2022,12:04 PM,eBird - Traveling Count,165,1,3.98,,2
Canada Goose,Branta canadensis,319,25,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,01/03/2022,5:22 PM,eBird - Traveling Count,89,1,1.6,,1
Canada Goose,Branta canadensis,319,21,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,15/03/2022,5:20 PM,eBird - Traveling Count,121,1,2.993,,2
