Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers
Eurasian Wigeon,Mareca penelope,475,2,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,20/11/2020,10:48 AM,eBird - Traveling Count,51,1,1,,1
Eurasian Wigeon,Mareca penelope,475,1,GB-ENG,Manchester,L3398897,Sale Water Park,53.4339057,-2.3011365,13/01/2023,2:40 PM,eBird - Traveling Count,99,1,3.67,,1
Eurasian Wigeon,Mareca penelope,475,32,GB-ENG,Manchester,L6945265,Wigan Flashes LNR,53.5281412,-2.6319372,22/01/2023,11:28 AM,eBird - Traveling Count,255,1,3.62,,2
Eurasian Wigeon,Mareca penelope,475,X,GB-ENG,Merseyside,L1241405,Marshside RSPB Reserve,53.6720022,-2.9908991,19/03/2022,2:56 PM,eBird - Traveling Count,129,1,0.982,,2
Eurasian Wigeon,Mareca penelope,475,1,GB-ENG,Northumberland,L1319783,Holy Island,55.6795243,-1.7954063,20/11/2022,10:20 AM,eBird - Traveling Count,206,1,9.51,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L4029965,Alviksgården,65.565242,21.7637873,17/04/2016,9:00 AM,Historical,240,1,,,4
Eurasian Wigeon,Mareca penelope,475,4,SE-BD,,L10445070,Björsbyfjärden,65.6219101,22.1593273,11/05/2014,,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,4,SE-BD,,L10454546,Ersnäs,65.5149416,21.8551804,01/05/2014,,Historical,,1,,,2
Eurasian Wigeon,Mareca penelope,475,10,SE-BD,,L10445223,Fågelskådningstorn - Möröfjärden,65.489472,21.9126177,01/05/2014,1:30 PM,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L10445223,Fågelskådningstorn - Möröfjärden,65.489472,21.9126177,01/05/2016,12:00 PM,eBird - Stationary Count,60,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L10445223,Fågelskådningstorn - Möröfjärden,65.489472,21.9126177,24/05/2016,7:00 PM,eBird - Stationary Count,60,1,,,2
Eurasian Wigeon,Mareca penelope,475,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,18/04/2014,,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/04/2014,4:00 PM,eBird - Stationary Count,120,1,,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,26/04/2014,3:00 PM,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,21/05/2014,7:00 PM,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,4,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,04/05/2015,5:30 PM,eBird - Stationary Count,90,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,18/05/2015,5:30 PM,eBird - Stationary Count,60,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,25/05/2015,5:00 PM,eBird - Traveling Count,150,1,2,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,15/05/2016,1:00 PM,eBird - Stationary Count,120,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,01/05/2017,11:20 AM,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,5,SE-BD,,L4029895,Gammelstadsviken,65.6281153,22.0851588,14/05/2017,11:30 AM,eBird - Stationary Count,60,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L9643834,Gräsörenbron Hertsöfjärden,65.5614185,22.2785332,31/05/2014,,Historical,,1,,,1
Eurasian Wigeon,Mareca penelope,475,1,SE-BD,,L4030002,Haparanda Skärgård National Park,65.5728744,23.7581491,26/07/2016,5:00 AM,eBird - Stationary Count,360,1,,,4
Eurasian Wigeon,Mareca penelope,475,50,SE-BD,,L10422765,Klubben,65.5541955,21.7635641,21/04/2014,2:30 PM,eBird - Stationary Count,60,1,,,4
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L10471158,Mjölkuddstjärn,65.606072,22.1287245,06/06/2016,3:30 PM,eBird - Stationary Count,30,1,,,1
Eurasian Wigeon,Mareca penelope,475,2,SE-BD,,L10429851,Måttsund,65.5273504,21.898189,24/05/2014,2:00 PM,Historical,,1,,,1
Mallard,Anas platyrhynchos,505,4,GB-WLS,Anglesey,L1222413,Cemlyn NWWT NR,53.4069395,-4.5084972,11/06/2022,9:55 AM,eBird - Traveling Count,223,1,3.685,,2
Mallard,Anas platyrhynchos,505,1,GB-SCT,Argyll and Bute,L6160280,Aros Estuary,56.5316606,-5.9694171,04/05/2022,10:12 AM,eBird - Traveling Count,38,1,1.45,,1
Mallard,Anas platyrhynchos,505,2,GB-SCT,Argyll and Bute,L4099038,Duart Castle,56.4568708,-5.6561673,30/04/2022,11:46 AM,eBird - Traveling Count,68,1,3.7,,1
Mallard,Anas platyrhynchos,505,5,GB-SCT,Argyll and Bute,L7406601,Garmony,56.49643,-5.77589,01/05/2022,10:26 AM,eBird - Traveling Count,186,1,9.81,,1
Mallard,Anas platyrhynchos,505,3,GB-ENG,Cheshire,L6423515,Alderley Edge NT,53.2962948,-2.2117887,23/03/2020,10:14 AM,eBird - Traveling Count,170,1,3.219,,1
Mallard,Anas platyrhynchos,505,34,GB-ENG,Cheshire,L1670162,Burton Mere Wetlands RSPB Reserve,53.2543484,-3.0309086,25/11/2022,9:57 AM,eBird - Traveling Count,384,1,4.44,,2
Mallard,Anas platyrhynchos,505,8,GB-ENG,Cheshire,L4559604,Delamere Forest and Blakemere Moss,53.2351551,-2.6747255,02/06/2022,8:56 AM,eBird - Traveling Count,128,1,4.85,,1
Mallard,Anas platyrhynchos,505,1,GB-ENG,Cheshire,L11547467,Hatchmere CWT NR,53.2439622,-2.6708562,02/06/2022,11:08 AM,eBird - Traveling Count,50,1,2.05,,1
Mallard,Anas platyrhynchos,505,5,GB-ENG,Cheshire,L2724996,Marbury Country Park,53.2830179,-2.5206842,11/03/2023,5:02 PM,eBird - Traveling Count,84,1,0.628,,2
Mallard,Anas platyrhynchos,505,8,GB-ENG,Cheshire,L1245357,Moore NR,53.3675019,-2.6379425,22/01/2022,9:28 AM,eBird - Traveling Count,126,1,0.8,,2
Mallard,Anas platyrhynchos,505,X,GB-ENG,Cheshire,L6778686,Neston Marsh,53.2785455,-3.0677712,22/01/2022,3:10 PM,eBird - Stationary Count,120,1,,,2
Mallard,Anas platyrhynchos,505,X,GB-ENG,Cheshire,L2693964,Parkgate,53.3025684,-3.091213,22/01/2022,1:52 PM,eBird - Stationary Count,71,1,,,2
Mallard,Anas platyrhynchos,505,20,GB-ENG,Cheshire,L2693964,Parkgate,53.3025684,-3.091213,28/01/2023,2:25 PM,eBird - Stationary Count,172,1,,,2
Mallard,Anas platyrhynchos,505,19,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,11/01/2020,10:48 AM,eBird - Traveling Count,240,1,8.047,,1
Mallard,Anas platyrhynchos,505,18,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,02/02/2020,2:39 PM,eBird - Traveling Count,70,1,1.609,,1
Mallard,Anas platyrhynchos,505,23,GB-ENG,Cheshire,L2680696,Peak District NP--Lyme Park,53.3353713,-2.0577712,24/12/2021,10:00 AM,eBird - Traveling Count,230,1,4.5,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Cheshire,L3270232,Tatton Park (NT),53.3210304,-2.3730469,22/02/2020,2:02 PM,eBird - Traveling Count,108,1,3.219,,1
Mallard,Anas platyrhynchos,505,142,GB-ENG,Cheshire,L3270232,Tatton Park (NT),53.3210304,-2.3730469,03/12/2021,11:37 AM,eBird - Traveling Count,158,1,2.2,,1
Mallard,Anas platyrhynchos,505,22,GB-ENG,Cheshire,L3270232,Tatton Park (NT),53.3210304,-2.3730469,05/08/2022,11:40 AM,eBird - Traveling Count,161,1,8.92,,1
Mallard,Anas platyrhynchos,505,6,GB-WLS,Conwy,L1222553,Caerhun Churchyard,53.2212935,-3.8276221,08/02/2023,12:29 PM,eBird - Traveling Count,89,1,0.338,,2
Mallard,Anas platyrhynchos,505,4,GB-ENG,Derbyshire,L2766987,Burbage Moor,53.3287201,-1.6109991,28/05/2022,10:10 AM,eBird - Traveling Count,183,1,7.88,,1
Mallard,Anas platyrhynchos,505,9,GB-ENG,Derbyshire,L12322018,Longdendale/ Trans Pennine Trail,53.4812905,-1.9172636,19/09/2020,6:41 AM,eBird - Traveling Count,90,1,6.437,,1
Mallard,Anas platyrhynchos,505,6,GB-ENG,Derbyshire,L6431785,Lower  Longdendale Reservoirs,53.4728654,-1.9538556,09/04/2021,10:13 AM,eBird - Traveling Count,70,1,2,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Derbyshire,L2766999,Padley Gorge,53.3106086,-1.6210949,28/05/2022,8:53 AM,eBird - Traveling Count,75,1,1.8,,1
Mallard,Anas platyrhynchos,505,13,GB-ENG,Lancashire,L1263781,Brockholes LWT NR,53.7715786,-2.627728,04/02/2023,10:34 AM,eBird - Traveling Count,155,1,1.577,,2
Mallard,Anas platyrhynchos,505,X,GB-ENG,Lancashire,L4975042,Hesketh Out Marsh RSPB Reserve,53.7221282,-2.8760409,19/03/2022,12:15 PM,eBird - Traveling Count,128,1,1.368,,2
Mallard,Anas platyrhynchos,505,20,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,07/03/2020,10:52 AM,eBird - Traveling Count,140,1,3.219,,1
Mallard,Anas platyrhynchos,505,24,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,29/08/2020,11:31 AM,eBird - Traveling Count,150,1,1.5,,1
Mallard,Anas platyrhynchos,505,14,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,06/04/2021,11:34 AM,eBird - Traveling Count,98,1,1,,1
Mallard,Anas platyrhynchos,505,7,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,31/05/2021,11:45 AM,eBird - Traveling Count,168,1,1.4,,1
Mallard,Anas platyrhynchos,505,14,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,08/10/2021,11:25 AM,eBird - Traveling Count,215,1,1,,1
Mallard,Anas platyrhynchos,505,40,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,22/10/2021,9:23 AM,eBird - Traveling Count,300,1,2,,1
Mallard,Anas platyrhynchos,505,X,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,05/03/2022,1:32 PM,eBird - Traveling Count,98,1,1.6,,1
Mallard,Anas platyrhynchos,505,80,GB-ENG,Lancashire,L1068485,Leighton Moss RSPB Reserve,54.1673452,-2.8013715,06/08/2022,10:41 AM,eBird - Traveling Count,174,1,4.07,,1
Mallard,Anas platyrhynchos,505,6,GB-ENG,Lancashire,L1257558,Leighton Moss RSPB Reserve--Allen Pool and Eric Morecambe Pool,54.1521308,-2.8026295,07/03/2020,1:10 PM,eBird - Stationary Count,40,1,,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Lancashire,L1257558,Leighton Moss RSPB Reserve--Allen Pool and Eric Morecambe Pool,54.1521308,-2.8026295,31/05/2021,9:44 AM,eBird - Stationary Count,96,1,,,1
Mallard,Anas platyrhynchos,505,35,GB-ENG,Lancashire,L1235811,Martin Mere WWT,53.6224853,-2.8663856,31/07/2021,12:30 PM,eBird - Traveling Count,210,1,0.5,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Lancashire,L17190864,Roach Bridge,53.7552155,-2.6090685,19/03/2022,8:49 AM,eBird - Traveling Count,153,1,1.223,,2
Mallard,Anas platyrhynchos,505,1,US-CO,Larimer,L131422,Lake Estes,40.3758792,-105.4963017,25/06/2022,1:37 PM,eBird - Traveling Count,72,1,4.05,,1
Mallard,Anas platyrhynchos,505,17,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,05/04/2020,3:22 PM,eBird - Traveling Count,60,1,1.609,,1
Mallard,Anas platyrhynchos,505,36,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,17/05/2020,1:32 PM,eBird - Traveling Count,43,1,0.483,,1
Mallard,Anas platyrhynchos,505,40,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,04/06/2020,4:54 PM,eBird - Traveling Count,56,1,0.483,,1
Mallard,Anas platyrhynchos,505,36,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,03/09/2020,6:47 PM,eBird - Stationary Count,20,1,,,1
Mallard,Anas platyrhynchos,505,30,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,21/02/2021,12:26 PM,eBird - Traveling Count,58,1,0.3,,1
Mallard,Anas platyrhynchos,505,16,GB-ENG,Manchester,L5878914,Alexandra Park (Manchester),53.451567,-2.2493219,07/03/2021,1:14 PM,eBird - Traveling Count,28,1,0.2,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L4979187,All Saints Park (MMU),53.4703539,-2.2383616,28/02/2023,7:23 AM,eBird - Traveling Count,4,1,0.16,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L7381154,Altrincham Sewage Works,53.4123457,-2.3731327,16/12/2022,12:03 PM,eBird - Traveling Count,175,1,3.95,,2
Mallard,Anas platyrhynchos,505,1,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,12/03/2021,12:06 PM,eBird - Traveling Count,61,1,0.6,,1
Mallard,Anas platyrhynchos,505,200,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,29/08/2022,7:43 AM,eBird - Traveling Count,256,1,4.42,,2
Mallard,Anas platyrhynchos,505,22,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,10/09/2022,1:22 PM,eBird - Traveling Count,122,1,3.69,,1
Mallard,Anas platyrhynchos,505,25,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,17/09/2022,8:10 AM,eBird - Traveling Count,214,1,3.45,,1
Mallard,Anas platyrhynchos,505,31,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,19/09/2022,7:49 AM,eBird - Traveling Count,280,1,3.1,,1
Mallard,Anas platyrhynchos,505,25,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,21/10/2022,11:21 AM,eBird - Traveling Count,86,1,2.76,,1
Mallard,Anas platyrhynchos,505,20,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,22/10/2022,8:09 AM,eBird - Traveling Count,180,1,3.67,,1
Mallard,Anas platyrhynchos,505,7,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,12/11/2022,8:07 AM,eBird - Traveling Count,126,1,2.68,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,24/11/2022,9:05 AM,eBird - Traveling Count,100,1,2.24,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,23/12/2022,8:39 AM,eBird - Traveling Count,131,1,2.61,,2
Mallard,Anas platyrhynchos,505,5,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,01/01/2023,9:29 AM,eBird - Traveling Count,108,1,2.37,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L5227001,Audenshaw Reservoirs,53.4649751,-2.1307898,08/01/2023,1:41 PM,eBird - Traveling Count,159,1,3.12,,1
Mallard,Anas platyrhynchos,505,15,GB-ENG,Manchester,L8240633,Banky Meadow,53.4343818,-2.3585718,22/04/2022,7:32 AM,eBird - Traveling Count,216,1,4.25,,2
Mallard,Anas platyrhynchos,505,15,GB-ENG,Manchester,L17017412,Blackleach Country Park LNR,53.5309086,-2.3953199,11/02/2022,10:02 AM,eBird - Traveling Count,110,1,1,,1
Mallard,Anas platyrhynchos,505,X,GB-ENG,Manchester,L17017412,Blackleach Country Park LNR,53.5309086,-2.3953199,19/02/2022,11:00 AM,eBird - Traveling Count,85,1,1.6,,10
Mallard,Anas platyrhynchos,505,27,GB-ENG,Manchester,L21699078,Bury Canal,53.5712449,-2.3199891,03/12/2022,8:47 AM,eBird - Traveling Count,39,1,2.22,,1
Mallard,Anas platyrhynchos,505,5,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,07/04/2021,10:21 AM,eBird - Traveling Count,144,1,2,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,29/05/2021,10:43 AM,eBird - Traveling Count,242,1,1.5,,1
Mallard,Anas platyrhynchos,505,1,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,25/03/2022,6:10 PM,eBird - Traveling Count,59,1,2.092,,2
Mallard,Anas platyrhynchos,505,8,GB-ENG,Manchester,L5915509,Cadishead & Little Woolden Mosses LWT NR--Little Woolden Moss,53.454561,-2.4550843,20/05/2022,2:28 PM,eBird - Traveling Count,90,1,3.251,,2
Mallard,Anas platyrhynchos,505,1,GB-ENG,Manchester,L3267897,Carrington Moss,53.4198655,-2.3697853,14/01/2022,12:43 PM,eBird - Traveling Count,209,1,6.276,,2
Mallard,Anas platyrhynchos,505,3,GB-ENG,Manchester,L3267897,Carrington Moss,53.4198655,-2.3697853,22/04/2022,12:04 PM,eBird - Traveling Count,165,1,3.98,,2
Mallard,Anas platyrhynchos,505,11,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,23/05/2020,11:29 AM,eBird - Traveling Count,51,1,0.805,,1
Mallard,Anas platyrhynchos,505,10,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,19/07/2020,10:46 AM,eBird - Traveling Count,47,1,0.483,,1
Mallard,Anas platyrhynchos,505,11,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,17/10/2020,11:03 AM,eBird - Traveling Count,66,1,1.609,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,27/12/2020,1:20 PM,eBird - Traveling Count,54,1,2,,1
Mallard,Anas platyrhynchos,505,16,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,15/01/2021,12:32 PM,eBird - Traveling Count,34,1,0.5,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,05/02/2022,10:53 AM,eBird - Traveling Count,18,1,0.2,,1
Mallard,Anas platyrhynchos,505,6,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,01/03/2022,5:22 PM,eBird - Traveling Count,89,1,1.6,,1
Mallard,Anas platyrhynchos,505,5,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,15/03/2022,5:20 PM,eBird - Traveling Count,121,1,2.993,,2
Mallard,Anas platyrhynchos,505,6,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,14/05/2022,8:28 AM,eBird - Traveling Count,99,1,1.867,,2
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,21/05/2022,2:39 PM,eBird - Traveling Count,34,1,1.55,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,08/10/2022,3:54 PM,eBird - Traveling Count,110,1,4.72,,1
Mallard,Anas platyrhynchos,505,9,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,12/11/2022,4:22 PM,eBird - Traveling Count,56,1,3.05,,1
Mallard,Anas platyrhynchos,505,8,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,10/12/2022,10:28 AM,eBird - Traveling Count,128,1,4.47,,1
Mallard,Anas platyrhynchos,505,3,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,13/01/2023,4:20 PM,eBird - Traveling Count,59,1,2.43,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,21/01/2023,8:59 AM,eBird - Traveling Count,72,1,2.46,,1
Mallard,Anas platyrhynchos,505,29,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,31/01/2023,4:53 PM,eBird - Traveling Count,99,1,2.72,,2
Mallard,Anas platyrhynchos,505,5,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,02/02/2023,4:51 PM,eBird - Traveling Count,56,1,2.87,,1
Mallard,Anas platyrhynchos,505,3,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,17/02/2023,4:37 PM,eBird - Traveling Count,89,1,3.6,,1
Mallard,Anas platyrhynchos,505,4,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,21/02/2023,4:39 PM,eBird - Traveling Count,104,1,4.28,,1
Mallard,Anas platyrhynchos,505,8,GB-ENG,Manchester,L6081908,Chorlton Ees LNR,53.4333415,-2.2957134,06/03/2023,5:53 PM,eBird - Traveling Count,70,1,2.11,,1
Mallard,Anas platyrhynchos,505,2,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,27/10/2019,1:00 PM,eBird - Traveling Count,60,1,1.609,,1
Mallard,Anas platyrhynchos,505,8,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,17/11/2019,1:40 PM,eBird - Traveling Count,70,1,1.609,,1
Mallard,Anas platyrhynchos,505,23,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,07/12/2019,1:25 PM,eBird - Traveling Count,50,1,1.609,,1
Mallard,Anas platyrhynchos,505,31,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,01/02/2020,11:44 AM,eBird - Traveling Count,120,1,3.219,,1
Mallard,Anas platyrhynchos,505,16,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,01/03/2020,12:14 PM,eBird - Traveling Count,108,1,3.219,,1
Mallard,Anas platyrhynchos,505,22,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,10/04/2020,11:50 AM,eBird - Traveling Count,104,1,1.609,,1
Mallard,Anas platyrhynchos,505,30,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,19/04/2020,1:23 PM,eBird - Traveling Count,87,1,1.609,,1
Mallard,Anas platyrhynchos,505,24,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,23/05/2020,1:49 PM,eBird - Traveling Count,50,1,1.609,,1
Mallard,Anas platyrhynchos,505,10,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,25/05/2020,1:27 PM,eBird - Traveling Count,30,1,1.609,,1
Mallard,Anas platyrhynchos,505,80,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,19/07/2020,11:33 AM,eBird - Traveling Count,46,1,1.609,,1
Mallard,Anas platyrhynchos,505,71,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,26/07/2020,2:21 PM,eBird - Traveling Count,47,1,1.609,,1
Mallard,Anas platyrhynchos,505,58,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,05/09/2020,11:58 AM,eBird - Traveling Count,33,1,1.609,,1
Mallard,Anas platyrhynchos,505,24,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,17/10/2020,12:09 PM,eBird - Traveling Count,43,1,1.609,,1
Mallard,Anas platyrhynchos,505,28,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,24/10/2020,12:50 PM,eBird - Traveling Count,52,1,1.609,,1
Mallard,Anas platyrhynchos,505,16,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,31/10/2020,11:15 AM,eBird - Traveling Count,38,1,1.609,,1
Mallard,Anas platyrhynchos,505,22,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,20/11/2020,10:48 AM,eBird - Traveling Count,51,1,1,,1
Mallard,Anas platyrhynchos,505,24,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,27/12/2020,2:14 PM,eBird - Stationary Count,32,1,,,1
Mallard,Anas platyrhynchos,505,66,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,02/01/2021,2:09 PM,eBird - Traveling Count,42,1,1,,1
Mallard,Anas platyrhynchos,505,22,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,06/02/2021,12:29 PM,eBird - Traveling Count,79,1,1,,1
Mallard,Anas platyrhynchos,505,23,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,12/02/2021,2:32 PM,eBird - Traveling Count,39,1,1,,1
Mallard,Anas platyrhynchos,505,36,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,20/02/2021,1:36 PM,eBird - Traveling Count,32,1,1,,1
Mallard,Anas platyrhynchos,505,27,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,26/03/2021,11:14 AM,eBird - Traveling Count,41,1,0.5,,1
Mallard,Anas platyrhynchos,505,31,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,05/04/2021,12:31 PM,eBird - Traveling Count,23,1,0.5,,1
Mallard,Anas platyrhynchos,505,32,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,16/05/2021,12:27 PM,eBird - Traveling Count,33,1,1,,1
Mallard,Anas platyrhynchos,505,20,GB-ENG,Manchester,L3398900,Chorlton Water Park LNR,53.4233504,-2.2714702,02/08/2022,7:28 PM,eBird - Traveling Count,29,1,0.7,,1
Mallard,Anas platyrhynchos,505,12,GB-ENG,Manchester,L3483946,Clifton Country Park,53.5346709,-2.3454094,19/12/2021,12:31 PM,eBird - Traveling Count,94,1,4.3,,1
Mallard,Anas platyrhynchos,505,9,GB-ENG,Manchester,L21710234,Daisy Hill Sewage Works,53.526518,-2.528919,22/01/2023,9:32 AM,eBird - Traveling Count,65,1,1.143,,2
